StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,Cluster,PCA1,PCA2
16,92,0,0,2,1,0,18,0,7,1,81,46,1,0,3,2,-0.6159269619529668,0.3957699725799735
16,92,1,0,0,0,0,21,0,12,1,98,51,1,2,3,2,-0.5787293716085758,0.39810992925456545
16,92,1,0,0,0,0,23,0,3,1,65,57,0,1,2,3,-0.5104850374782329,0.41003270235048817
16,92,1,0,0,0,0,18,0,7,1,81,46,1,0,3,2,-0.6118172052642046,0.4279281860808146
16,92,1,1,2,1,0,21,0,12,1,98,51,1,2,3,1,0.40482901124617243,0.36631155642088375
16,92,1,1,2,1,0,23,0,3,1,65,57,0,1,2,3,0.47307334537651535,0.37823432951680647
16,92,1,1,2,1,0,18,0,7,1,81,46,1,0,3,1,0.3717411775905437,0.3961298132471329
16,92,0,1,0,1,0,21,0,12,1,98,51,1,2,3,1,0.4052251905406309,0.4016879042468743
16,92,0,1,0,1,0,23,0,3,1,65,57,0,1,2,3,0.4734695246709738,0.4136106773427971
16,92,0,1,0,1,0,18,0,7,1,81,46,1,0,3,1,0.37213735688500216,0.43150616107312356
15,81,1,0,0,0,0,29,1,4,1,69,79,0,2,1,3,-0.4953789375364819,0.39615461456518875
15,81,1,0,0,0,0,21,3,4,1,97,51,1,2,3,2,-0.5797229956749228,0.3985880344581675
15,81,1,0,0,0,0,18,1,17,1,90,47,1,1,3,2,-0.5984217211801428,0.4149715822585014
15,81,1,0,2,1,0,29,1,4,1,69,79,0,2,1,3,-0.5074730006910138,0.3596262003787405
15,81,1,0,2,1,0,21,3,4,1,97,51,1,2,3,2,-0.5918170588294547,0.36205962027171923
15,81,1,0,2,1,0,18,1,17,1,90,47,1,1,3,2,-0.6105157843346747,0.37844316807205314
15,81,2,1,2,1,0,29,1,4,1,69,79,0,2,1,3,0.48019513885249665,0.35998604104589993
15,81,2,1,2,1,0,21,3,4,1,97,51,1,2,3,1,0.39585108071405584,0.36241946093887867
15,81,2,1,2,1,0,18,1,17,1,90,47,1,1,3,1,0.37715235520883594,0.3788030087392126
27,75,1,0,1,1,0,28,3,16,1,100,47,0,2,3,3,-0.5169714068760239,0.3805428068835537
27,75,1,0,1,1,0,29,2,6,1,96,55,1,0,2,2,-0.6320929922096958,0.4120890498671742
27,75,1,0,1,1,0,21,2,13,1,85,62,1,1,2,2,-0.6139564475396992,0.39729236667443557
27,75,1,0,1,0,0,28,3,16,1,100,47,0,2,3,3,-0.4972892165501809,0.3860650739296184
27,75,1,0,1,0,0,29,2,6,1,96,55,1,0,2,2,-0.6124108018838528,0.41761131691323883
27,75,1,0,1,0,0,21,2,13,1,85,62,1,1,2,2,-0.5942742572138562,0.4028146337205003
27,75,0,1,0,1,0,28,3,16,1,100,47,0,2,3,3,0.48287128201337015,0.405146122492119
27,75,0,1,0,1,0,29,2,6,1,96,55,1,0,2,1,0.36774969667969837,0.43669236547573953
27,75,0,1,0,1,0,21,2,13,1,85,62,1,1,2,1,0.38588624134969496,0.421895682283001
30,98,2,1,2,0,0,23,0,13,1,76,43,1,2,3,1,0.4204875954494467,0.3698791468209922
30,98,2,1,1,1,0,23,0,13,1,76,43,1,2,3,1,0.39701134153794804,0.37985995334511924
10,74,1,1,2,1,1,23,3,6,0,87,67,0,1,2,3,0.4700375056202609,-0.6191104270372708
24,75,2,1,2,1,0,22,3,2,1,74,90,1,0,0,1,0.3622234164377208,0.395476628721007
24,75,2,1,2,1,0,28,3,10,1,77,96,1,1,0,1,0.37867393193012433,0.3809951806559434
24,75,1,1,0,1,0,22,3,2,1,74,90,1,0,0,1,0.36261959573217917,0.4308529765469976
24,75,1,1,0,1,0,28,3,10,1,77,96,1,1,0,1,0.3790701112245828,0.41637152848193404
28,68,2,1,1,1,0,22,0,3,1,66,87,0,2,0,3,0.4748493681163387,0.3803456638756474
28,68,2,1,1,1,0,24,0,19,1,90,89,1,2,0,1,0.3888983593088702,0.3842132248326803
28,68,2,1,1,1,0,28,3,7,1,77,75,1,1,1,1,0.37407354936923676,0.39816198925117674
14,91,1,0,2,1,0,20,0,19,1,87,62,1,0,2,2,-0.626379552683094,0.39225577172496207
14,91,1,0,2,1,0,28,0,0,1,84,99,1,0,0,2,-0.6236089577533754,0.39043003376146224
8,71,1,1,1,1,0,18,3,2,1,79,66,1,2,2,1,0.40014678409923576,0.38143461128336253
8,71,1,1,1,1,0,18,2,5,1,63,98,1,2,0,1,0.4015423454173457,0.38146207975074153
8,71,1,1,1,1,0,22,0,10,1,77,72,1,1,1,1,0.3815329688989345,0.39742935876727725
8,71,1,1,1,1,0,25,1,5,1,81,93,0,2,0,3,0.480767992398185,0.3797569167218957
8,71,1,1,1,0,0,18,3,2,1,79,66,1,2,2,1,0.4198289744250788,0.38695687832942716
8,71,1,1,1,0,0,18,2,5,1,63,98,1,2,0,1,0.42122453574318874,0.38698434679680627
8,71,1,1,1,0,0,22,0,10,1,77,72,1,1,1,1,0.4012151592247776,0.4029516258133419
8,71,1,1,1,0,0,25,1,5,1,81,93,0,2,0,3,0.5004501827240281,0.38527918376796044
14,63,1,1,2,1,1,20,0,12,0,72,93,1,0,0,0,0.3699451855265954,-0.5990316633146008
14,63,1,1,2,1,1,21,3,14,1,52,92,1,2,0,1,0.4040957094659784,0.36920496868995023
14,63,0,0,1,1,1,20,0,12,0,72,93,1,0,0,0,-0.6215170176025706,-0.5838884304115685
14,63,0,0,1,1,1,21,3,14,1,52,92,1,2,0,2,-0.5873664936631876,0.38434820159298255
31,62,1,1,2,1,1,27,3,1,1,55,93,1,0,0,1,0.37022285722175674,0.40295702284070956
21,74,0,1,0,1,0,19,3,7,1,84,44,0,1,3,3,0.46759156592775486,0.4179707100343143
21,74,0,1,0,1,0,19,1,3,0,51,65,1,1,2,0,0.39398702174871036,-0.5798574047972324
21,74,0,1,0,1,0,25,1,3,0,87,80,1,2,1,0,0.4077916485346357,-0.5945651415945813
21,74,0,1,0,1,0,20,2,8,1,50,98,0,0,0,3,0.45343614765752405,0.432803701907825
21,74,0,1,0,1,0,29,0,8,0,53,84,1,2,1,0,0.41093356265516123,-0.5946354597359851
21,74,0,1,0,1,0,20,0,3,1,64,100,0,1,0,3,0.47032996955826467,0.41727970967815275
21,74,1,1,0,1,0,19,3,7,1,84,44,0,1,3,3,0.4596072594619852,0.41360050934870696
21,74,1,1,0,1,0,19,1,3,0,51,65,1,1,2,0,0.3860027152829407,-0.5842276054828395
21,74,1,1,0,1,0,25,1,3,0,87,80,1,2,1,0,0.39980734206886603,-0.5989353422801884
21,74,1,1,0,1,0,20,2,8,1,50,98,0,0,0,3,0.4454518411917544,0.428433501222218
21,74,1,1,0,1,0,29,0,8,0,53,84,1,2,1,0,0.4029492561893916,-0.5990056604215922
21,74,1,1,0,1,0,20,0,3,1,64,100,0,1,0,3,0.46234566309249503,0.41290950899254586
21,74,2,1,0,1,0,19,3,7,1,84,44,0,1,3,3,0.4516229529962156,0.40923030866309984
21,74,2,1,0,1,0,19,1,3,0,51,65,1,1,2,0,0.3780184088171713,-0.5885978061684466
21,74,2,1,0,1,0,25,1,3,0,87,80,1,2,1,0,0.3918230356030965,-0.6033055429657955
21,74,2,1,0,1,0,20,2,8,1,50,98,0,0,0,3,0.4374675347259849,0.4240633005366109
21,74,2,1,0,1,0,29,0,8,0,53,84,1,2,1,0,0.39496494972362206,-0.6033758611071993
21,74,2,1,0,1,0,20,0,3,1,64,100,0,1,0,3,0.4543613566267254,0.40853930830693863
26,77,0,0,1,1,1,20,2,1,1,79,83,1,2,1,2,-0.5856097701641757,0.38464677400854774
26,77,1,1,0,1,1,20,2,1,1,79,83,1,2,1,1,0.3982643057936792,0.40050968824589883
26,77,1,1,1,1,1,20,2,1,1,79,83,1,2,1,1,0.4020583693793348,0.38500661467570707
37,96,1,1,1,1,1,27,2,19,1,92,41,1,2,3,1,0.4023139055501721,0.3870580858245781
19,73,1,0,1,1,1,22,0,1,1,69,42,1,2,3,2,-0.5934923712800881,0.37891873410404586
19,73,1,1,1,1,1,22,0,1,1,69,42,1,2,3,1,0.4021600747291919,0.3836487754568124
21,64,0,1,2,1,0,26,2,7,0,68,93,1,1,0,0,0.3972657096386699,-0.6088641263547641
21,64,0,1,2,1,0,24,3,14,0,64,64,1,1,2,0,0.39681302578846156,-0.6082723108988991
21,64,2,1,0,1,0,26,2,7,0,68,93,1,1,0,0,0.37370896953581945,-0.5865983805855949
21,64,2,1,0,1,0,24,3,14,0,64,64,1,1,2,0,0.3732562856856111,-0.5860065651297298
21,64,0,0,2,1,0,26,2,7,0,68,93,1,1,0,0,-0.5983867363706102,-0.6135941677075306
21,64,0,0,2,1,0,24,3,14,0,64,64,1,1,2,0,-0.5988394202208185,-0.6130023522516657
15,63,2,1,0,0,1,27,2,2,1,50,71,1,1,1,1,0.3921922675721964,0.4157349365048595
15,63,2,1,0,0,1,20,3,7,0,72,68,1,2,2,0,0.4103524605333231,-0.5976479208737331
15,63,2,1,0,0,1,19,1,3,1,53,73,1,2,1,1,0.40954054614590407,0.4005983463000934
15,63,2,1,0,0,1,29,0,8,1,51,66,0,0,2,3,0.4547296502068593,0.42959986242705095
15,63,0,1,1,1,1,27,2,2,1,50,71,1,1,1,1,0.3922727537635483,0.40344999725981734
15,63,0,1,1,1,1,20,3,7,0,72,68,1,2,2,0,0.410432946724675,-0.6099328601187752
15,63,0,1,1,1,1,19,1,3,1,53,73,1,2,1,1,0.409621032337256,0.38831340705505113
15,63,0,1,1,1,1,29,0,8,1,51,66,0,0,2,3,0.4548101363982112,0.4173149231820087
15,63,1,1,0,1,1,27,2,2,1,50,71,1,1,1,1,0.38049438371212296,0.414582870144402
15,63,1,1,0,1,1,20,3,7,0,72,68,1,2,2,0,0.39865457667324966,-0.5987999872341907
15,63,1,1,0,1,1,19,1,3,1,53,73,1,2,1,1,0.39784266228583065,0.3994462799396358
15,63,1,1,0,1,1,29,0,8,1,51,66,0,0,2,3,0.44303176634678587,0.42844779606659333
15,63,2,0,2,1,1,27,2,2,1,50,71,1,1,1,2,-0.6155542415916155,0.3744764809656448
15,63,2,0,2,1,1,20,3,7,0,72,68,1,2,2,0,-0.5973940486304887,-0.6389063764129478
15,63,2,0,2,1,1,19,1,3,1,53,73,1,2,1,2,-0.5982059630179078,0.3593398907608787
15,63,2,0,2,1,1,29,0,8,1,51,66,0,0,2,3,-0.5530168589569526,0.38834140688783625
24,96,2,1,1,1,1,24,0,20,1,52,51,1,2,3,1,0.3981896093727716,0.3789132703396001
24,96,2,1,1,1,1,21,1,14,1,86,50,1,2,3,1,0.3951759471210037,0.3788899967467606
24,96,2,1,1,1,1,28,3,5,0,62,89,1,2,0,0,0.40243973753655293,-0.6212537248234825
24,96,2,1,1,1,1,19,1,17,0,80,60,1,2,2,0,0.39889785857152915,-0.6198456539352943
18,100,1,0,1,1,1,20,3,3,1,54,58,1,1,2,2,-0.6047826653091416,0.3902362932981749
18,100,1,1,1,1,1,20,3,3,1,54,58,1,1,2,1,0.39086978070013856,0.39496633465094144
18,100,0,1,2,0,1,20,3,3,1,54,58,1,1,2,1,0.42233034107740675,0.38935572881242153
21,75,2,0,0,1,0,18,1,1,0,79,72,1,2,1,0,-0.6024922636990603,-0.6084850131786806
21,75,2,0,0,1,0,22,0,3,1,53,48,1,2,3,2,-0.6032948006446082,0.39021198270388924
21,75,2,0,0,1,0,22,3,20,0,98,94,1,0,0,0,-0.6426638552847365,-0.5758506145760549
21,75,2,0,2,1,0,18,1,1,0,79,72,1,2,1,0,-0.5949041365277491,-0.6394911603190642
21,75,2,0,2,1,0,22,0,3,1,53,48,1,2,3,2,-0.5957066734732969,0.3592058355635058
21,75,2,0,2,1,0,22,3,20,0,98,94,1,0,0,0,-0.6350757281134252,-0.6068567617164384
20,88,1,0,1,1,0,23,0,20,0,57,99,1,2,0,0,-0.5882620240291943,-0.6201994777002086
20,88,1,0,1,1,0,29,1,16,0,84,82,1,2,1,0,-0.59075330136406,-0.6201463895212774
20,88,1,0,1,1,0,21,2,3,1,73,89,1,2,0,2,-0.5913011073948512,0.3773842054120351
20,88,1,1,1,1,0,23,0,20,0,57,99,1,2,0,0,0.4073904219800857,-0.615469436347442
20,88,1,1,1,1,0,29,1,16,0,84,82,1,2,1,0,0.40489914464522014,-0.6154163481685109
20,88,1,1,1,1,0,21,2,3,1,73,89,1,2,0,1,0.40435133861442896,0.38211424676480166
25,96,1,0,1,1,0,18,3,20,1,57,79,1,2,1,2,-0.5899992999670063,0.378881429542256
25,96,1,0,1,1,0,20,1,8,1,82,91,1,0,0,2,-0.6268627024678367,0.4087094744090978
25,96,1,0,1,1,0,19,0,20,1,72,94,1,2,0,2,-0.5916683470836155,0.3791189046066472
25,96,1,0,1,1,0,20,2,20,1,90,60,1,0,2,2,-0.6292918833551209,0.40995922858769207
29,69,1,1,1,1,1,20,2,19,1,100,61,1,2,2,1,0.3959960314469191,0.3888549917189429
29,69,1,1,1,1,1,25,3,17,1,78,51,1,1,3,1,0.38089013108967407,0.40359718844123704
29,69,1,1,1,1,1,26,2,7,1,83,64,1,2,2,1,0.39942664060416877,0.387462752501714
29,67,0,0,1,0,0,20,3,0,1,91,91,1,2,0,2,-0.5689326730092189,0.39236787415650576
29,67,2,0,1,0,0,20,3,0,1,91,91,1,2,0,2,-0.5849012859407582,0.3836274727852915
29,67,0,1,1,1,0,20,3,0,1,91,91,1,2,0,1,0.4070375826742181,0.3915756484632076
5,69,1,1,1,0,0,19,1,14,1,61,94,1,1,0,1,0.40199476193149,0.4025973455178231
5,69,1,1,1,0,0,24,1,6,0,88,86,1,2,0,0,0.42126588014759736,-0.6119230460511345
5,69,1,1,1,0,0,22,0,18,1,99,58,1,2,2,1,0.4150638416268364,0.38829563899936614
28,80,1,0,0,1,1,27,2,16,0,96,62,0,2,2,3,-0.5158933412407445,-0.6033680006938865
28,80,2,0,2,1,1,27,2,16,0,96,62,0,2,2,3,-0.5162895205352029,-0.6387443485198772
28,80,2,0,1,1,1,27,2,16,0,96,62,0,2,2,3,-0.5200835841208585,-0.6232412749496854
13,98,1,1,2,1,1,23,0,9,0,90,50,1,2,3,0,0.41057914284148334,-0.6345773846973456
13,98,1,1,2,1,1,29,2,7,1,58,49,0,0,3,3,0.45656505600680597,0.3922154750201551
13,98,0,1,1,1,1,23,0,9,0,90,50,1,2,3,0,0.4147693857215975,-0.6147041104415467
13,98,0,1,1,1,1,29,2,7,1,58,49,0,0,3,3,0.46075529888692013,0.41208874927595396
30,62,2,1,1,1,1,18,0,1,0,87,50,1,2,3,0,0.3939080020206923,-0.6151291220818266
13,73,2,1,2,1,0,27,2,20,0,76,41,1,0,3,0,0.36235905071122976,-0.6041945651970114
13,73,2,0,1,1,0,27,2,20,0,76,41,1,0,3,0,-0.6370874588837059,-0.5934215329795862
31,96,0,0,0,1,0,24,3,7,1,99,63,1,1,2,2,-0.6064119791297204,0.4149736674751855
31,96,0,0,0,1,0,20,1,11,0,90,46,1,0,3,0,-0.6202948499904181,-0.5684382095336167
31,96,0,0,0,1,0,24,1,10,1,67,89,0,2,0,3,-0.5041972575006697,0.39748001914921127
31,96,1,1,1,1,0,24,3,7,1,99,63,1,1,2,1,0.38505022399944566,0.39983043457215306
31,96,1,1,1,1,0,20,1,11,0,90,46,1,0,3,0,0.37116735313874805,-0.583581442436649
31,96,1,1,1,1,0,24,1,10,1,67,89,0,2,0,3,0.4872649456284964,0.38233678624617884
13,65,2,0,0,1,0,21,3,0,1,78,91,0,2,0,3,-0.5266527657268962,0.38770205428845217
13,65,2,0,0,1,0,24,1,3,0,65,58,1,0,2,0,-0.6390011488742979,-0.578598931080428
13,65,2,0,0,1,0,28,0,3,0,94,86,1,1,0,0,-0.6244176334339552,-0.5934174895744928
13,65,2,0,0,1,0,19,3,5,0,73,73,0,0,1,3,-0.5589193075532346,-0.5802752273503815
13,65,2,0,0,1,0,19,2,17,0,80,100,1,2,0,0,-0.6068450424219408,-0.607606525640407
13,65,2,1,1,1,0,21,3,0,1,78,91,0,2,0,3,0.4727937438680394,0.37692902207102696
13,65,2,1,1,1,0,24,1,3,0,65,58,1,0,2,0,0.3604453607206377,-0.5893719632978532
13,65,2,1,1,1,0,28,0,3,0,94,86,1,1,0,0,0.37502887616098046,-0.604190521791918
13,65,2,1,1,1,0,19,3,5,0,73,73,0,0,1,3,0.44052720204170115,-0.5910482595678067
13,65,2,1,1,1,0,19,2,17,0,80,100,1,2,0,0,0.3926014671729948,-0.6183795578578322
34,84,2,1,1,1,1,27,1,12,0,72,48,0,2,3,3,0.4797277582353069,-0.6183148796426355
34,84,2,1,1,1,1,29,1,15,1,89,94,0,2,0,3,0.47401236768672184,0.3811564698254324
34,84,2,1,1,1,1,29,0,8,1,83,91,0,2,0,3,0.4755777496146696,0.3804063376599732
34,84,2,1,1,1,1,22,0,9,1,96,83,0,2,1,3,0.4740029902448506,0.38070574111668876
34,84,2,1,1,1,1,24,3,13,1,60,78,0,2,1,3,0.47749569584968166,0.38051016789912295
21,94,1,1,1,1,0,26,3,8,1,56,77,1,0,1,1,0.3711594725583237,0.4123037103047602
21,94,1,1,1,1,0,24,3,15,1,70,71,1,2,1,1,0.4043246118997589,0.38262514193411934
21,94,2,0,0,1,0,26,3,8,1,56,77,1,0,1,2,-0.6362713435023817,0.4187065418365783
21,94,2,0,0,1,0,24,3,15,1,70,71,1,2,1,2,-0.6031062041609465,0.3890279734659374
21,94,0,1,0,1,0,26,3,8,1,56,77,1,0,1,1,0.37534971543843765,0.4321769845605592
21,94,0,1,0,1,0,24,3,15,1,70,71,1,2,1,1,0.4085148547798728,0.4024984161899182
21,94,1,0,0,1,0,26,3,8,1,56,77,1,0,1,2,-0.628287037036612,0.4230767425221854
21,94,1,0,0,1,0,24,3,15,1,70,71,1,2,1,2,-0.5951218976951769,0.39339817415154454
20,63,2,1,1,1,1,20,0,14,1,51,99,1,0,0,1,0.357021404946367,0.41237041289746046
20,63,2,1,1,1,1,18,3,6,1,66,94,1,0,0,1,0.35637837277981965,0.41185915408790585
20,63,1,1,1,1,1,20,0,14,1,51,99,1,0,0,1,0.36500571141213656,0.4167406135830677
20,63,1,1,1,1,1,18,3,6,1,66,94,1,0,0,1,0.3643626792455892,0.41622935477351297
20,63,1,0,0,1,1,20,0,14,1,51,99,1,0,0,2,-0.6344407981827991,0.4275136458004929
20,63,1,0,0,1,1,18,3,6,1,66,94,1,0,0,2,-0.6350838303493465,0.4270023869909382
20,63,1,0,2,1,1,20,0,14,1,51,99,1,0,0,2,-0.6268526710114878,0.39650749866010937
20,63,1,0,2,1,1,18,3,6,1,66,94,1,0,0,2,-0.6274957031780353,0.39599623985055465
20,63,0,0,0,1,1,20,0,14,1,51,99,1,0,0,2,-0.6264564917170294,0.4318838464861001
20,63,0,0,0,1,1,18,3,6,1,66,94,1,0,0,2,-0.6270995238835768,0.4313725876765453
20,63,1,1,0,1,1,20,0,14,1,51,99,1,0,0,1,0.36121164782648096,0.43224368715325934
20,63,1,1,0,1,1,18,3,6,1,66,94,1,0,0,1,0.3605686156599336,0.43173242834370473
12,76,1,1,1,1,1,18,2,6,1,78,64,1,2,2,1,0.40083978593947023,0.38211055248966475
12,76,1,1,1,1,1,22,1,8,1,77,74,1,2,1,1,0.4006945520097288,0.3822819042871918
12,76,1,1,1,1,1,22,1,9,0,55,76,1,1,1,0,0.3886429442563656,-0.6016165596468125
12,76,0,1,0,1,1,18,2,6,1,78,64,1,2,2,1,0.4050300288195843,0.40198382674546373
12,76,0,1,0,1,1,22,1,8,1,77,74,1,2,1,1,0.40488479488984286,0.40215517854299077
12,76,0,1,0,1,1,22,1,9,0,55,76,1,1,1,0,0.39283318713647974,-0.5817432853910136
14,72,2,0,1,1,1,24,2,17,1,72,46,1,0,3,2,-0.639851577521306,0.40554023453184973
14,72,0,0,2,1,1,24,2,17,1,72,46,1,0,3,2,-0.6200889010041111,0.3987775623328722
27,79,0,1,2,1,0,26,3,15,0,80,49,1,2,3,0,0.4157855399279682,-0.6237439206504365
27,79,0,1,2,1,0,24,3,19,1,65,62,1,2,2,1,0.4135025313593915,0.3753144070811736
27,79,2,1,2,1,0,26,3,15,0,80,49,1,2,3,0,0.3998169269964288,-0.6324843220216507
27,79,2,1,2,1,0,24,3,19,1,65,62,1,2,2,1,0.39753391842785213,0.36657400570995924
14,78,2,1,1,1,1,19,0,7,1,57,100,0,1,0,3,0.45893418472321634,0.39101552127604844
14,78,2,1,1,1,1,28,0,20,0,94,71,1,2,1,0,0.39317081209690186,-0.6193909940580918
14,78,2,1,1,1,1,26,2,17,1,98,79,1,2,1,1,0.38967144026192424,0.37931299328204426
14,78,1,0,1,1,1,19,0,7,1,57,100,0,1,0,3,-0.528733954820294,0.390655680608889
14,78,1,0,1,1,1,28,0,20,0,94,71,1,2,1,0,-0.5944973274466085,-0.6197508347252513
14,78,1,0,1,1,1,26,2,17,1,98,79,1,2,1,2,-0.5979966992815862,0.3789531526148848
18,85,1,1,1,1,0,24,1,20,1,69,78,1,0,1,1,0.36635284433761495,0.41410642650870855
18,85,1,1,1,1,0,20,2,9,1,75,45,1,0,3,1,0.36709599604730625,0.4131719074577894
18,85,2,1,2,0,0,24,1,20,1,69,78,1,0,1,1,0.38184479178334396,0.3997554192989744
18,85,2,1,2,0,0,20,2,9,1,75,45,1,0,3,1,0.38258794349303527,0.3988209002480553
18,85,2,1,2,1,0,24,1,20,1,69,78,1,0,1,1,0.3621626014575009,0.39423315225290967
18,85,2,1,2,1,0,20,2,9,1,75,45,1,0,3,1,0.3629057531671922,0.39329863320199054
7,62,1,1,0,1,1,29,3,5,1,92,81,1,2,1,1,0.39277151759689577,0.3983957584793498
7,62,1,1,0,1,1,22,0,5,0,81,45,1,2,3,0,0.3974345336925642,-0.6006998257602318
7,62,1,1,0,1,1,20,0,7,1,74,97,1,1,0,1,0.376707530533524,0.41357564882245457
13,81,2,0,0,1,1,20,1,1,1,78,48,0,2,3,3,-0.5237332654769917,0.38562617363938534
13,81,2,0,0,1,1,23,3,13,1,78,93,1,2,0,2,-0.6065007914228548,0.38873940755641945
13,81,2,0,0,1,1,24,0,18,0,55,74,0,0,1,3,-0.5555359731884917,-0.5815129772657989
13,81,2,0,0,1,1,24,0,2,1,70,43,1,1,3,2,-0.6220102022701155,0.4028609220639561
13,81,2,0,0,1,1,20,3,0,0,56,93,1,0,0,0,-0.6345672128793971,-0.5811916637051026
13,81,1,1,0,1,1,20,1,1,1,78,48,0,2,3,3,0.47990348699805796,0.394726415677759
13,81,1,1,0,1,1,23,3,13,1,78,93,1,2,0,1,0.39713596105219484,0.3978396495947931
13,81,1,1,0,1,1,24,0,18,0,55,74,0,0,1,3,0.448100779286558,-0.5724127352274252
13,81,1,1,0,1,1,24,0,2,1,70,43,1,1,3,1,0.3816265502049342,0.41196116410232975
13,81,1,1,0,1,1,20,3,0,0,56,93,1,0,0,0,0.3690695395956526,-0.5720914216667289
9,89,2,1,1,1,1,23,3,1,0,85,56,1,2,2,0,0.3985264592418324,-0.6240474418859652
9,89,2,1,1,1,1,23,1,15,1,70,84,1,0,1,1,0.35934025225410415,0.40650215709185256
9,89,2,1,1,1,1,20,2,1,0,98,74,1,1,1,0,0.37926961187498376,-0.6085639532116052
9,89,2,1,1,1,1,21,0,3,0,81,93,1,2,0,0,0.3987150347354128,-0.6239235851013163
9,89,1,1,1,1,1,23,3,1,0,85,56,1,2,2,0,0.40651076570760203,-0.619677241200358
9,89,1,1,1,1,1,23,1,15,1,70,84,1,0,1,1,0.3673245587198738,0.4108723577774597
9,89,1,1,1,1,1,20,2,1,0,98,74,1,1,1,0,0.3872539183407534,-0.6041937525259979
9,89,1,1,1,1,1,21,0,3,0,81,93,1,2,0,0,0.40669934120118245,-0.6195533844157092
12,69,0,0,1,1,1,28,3,20,1,68,57,0,0,2,3,-0.5432367494516276,0.4124170443576749
12,69,0,0,1,1,1,25,2,16,1,51,90,1,2,0,2,-0.5864399790336355,0.38320831821673174
12,69,0,0,1,1,1,22,1,1,1,85,47,0,1,3,3,-0.5248812108116008,0.3956302628614756
12,69,0,0,1,1,1,26,2,20,1,76,87,1,2,0,2,-0.5897347317030152,0.38397847692769005
12,69,2,1,0,1,1,28,3,20,1,68,57,0,0,2,3,0.4326530200404576,0.42390975790941887
12,69,2,1,0,1,1,25,2,16,1,51,90,1,2,0,1,0.38944979045844963,0.3947010317684758
12,69,2,1,0,1,1,22,1,1,1,85,47,0,1,3,3,0.4510085586804845,0.4071229764132196
12,69,2,1,0,1,1,26,2,20,1,76,87,1,2,0,1,0.3861550377890701,0.395471190479434
32,80,1,0,0,1,1,26,1,12,0,87,43,1,2,3,0,-0.595465092046109,-0.6008993535033059
29,83,2,0,1,1,0,20,1,2,1,52,91,1,1,0,2,-0.6152630452480579,0.3907831586088738
29,83,2,0,1,1,0,22,3,18,1,62,54,1,2,3,2,-0.6006174333601336,0.3771612661144721
29,83,2,0,1,1,0,28,3,4,0,83,52,1,0,3,0,-0.6333402046821979,-0.5921826350300384
29,83,1,0,2,1,0,20,1,2,1,52,91,1,1,0,2,-0.6034846751966326,0.37965028572428916
29,83,1,0,2,1,0,22,3,18,1,62,54,1,2,3,2,-0.5888390633087084,0.36602839322988745
29,83,1,0,2,1,0,28,3,4,0,83,52,1,0,3,0,-0.6215618346307726,-0.6033155079146231
31,70,0,1,2,1,0,24,0,15,0,66,98,1,2,0,0,0.4157712736404654,-0.6217498697681831
10,77,2,1,2,1,0,20,0,3,0,52,75,1,1,1,0,0.38567534803433146,-0.6227321543749424
10,77,2,1,2,1,0,28,3,20,1,56,66,0,1,2,3,0.46083944234496965,0.3758535345439431
10,77,2,1,2,1,0,26,1,19,0,68,100,0,2,0,3,0.48088184459638217,-0.6382491899497029
10,77,2,1,2,1,0,26,3,15,1,69,95,1,1,0,1,0.3788056906669267,0.37758152070131445
10,77,2,1,2,1,0,19,0,5,1,97,42,1,0,3,1,0.3591623148710462,0.3923665670976334
10,77,2,1,1,1,0,20,0,3,0,52,75,1,1,1,0,0.38188128444867575,-0.6072290808047507
10,77,2,1,1,1,0,28,3,20,1,56,66,0,1,2,3,0.45704537875931417,0.39135660811413486
10,77,2,1,1,1,0,26,1,19,0,68,100,0,2,0,3,0.4770877810107267,-0.6227461163795113
10,77,2,1,1,1,0,26,3,15,1,69,95,1,1,0,1,0.375011627081271,0.3930845942715062
10,77,2,1,1,1,0,19,0,5,1,97,42,1,0,3,1,0.3553682512853906,0.40786964066782516
23,60,1,1,0,0,0,25,1,11,1,98,61,1,2,2,1,0.41120487673035433,0.4088272142448369
23,60,1,1,0,0,0,19,0,11,1,72,41,1,2,3,1,0.4140978917324769,0.4084155907998922
23,60,1,0,0,1,0,25,1,11,1,98,61,1,2,2,2,-0.6041297596047689,0.39857490584600563
23,60,1,0,0,1,0,19,0,11,1,72,41,1,2,3,2,-0.6012367446026463,0.3981632824010609
27,64,1,1,0,1,0,29,3,18,0,93,55,1,2,2,0,0.39552457557230714,-0.5945875069111048
27,64,1,1,1,1,0,29,3,18,0,93,55,1,2,2,0,0.39931863915796273,-0.6100905804812966
27,64,1,0,2,1,0,29,3,18,0,93,55,1,2,2,0,-0.5925397432656618,-0.6303236954042548
21,70,2,1,0,1,0,29,2,16,1,80,91,1,1,0,1,0.36892332385805593,0.41254180878939395
21,70,2,1,0,1,0,21,2,0,1,77,85,0,2,0,3,0.47034800656805886,0.39372903597062126
21,70,0,0,2,1,0,29,2,16,1,80,91,1,1,0,2,-0.6031723820483738,0.3855460216674582
21,70,0,0,2,1,0,21,2,0,1,77,85,0,2,0,3,-0.5017476993383707,0.3667332488486854
